,Ad_exchange,slot,bidding_price,paying_price,advertiser_id
1116078,2,1,300,40,1458
1116080,2,2,300,106,1458
1116081,2,1,300,40,1458
1116082,2,0,300,102,1458
1116085,2,0,300,59,1458
1116086,2,2,300,88,1458
1116087,2,1,300,300,1458
1116089,2,2,300,80,1458
1116090,2,2,300,50,1458
1116091,2,2,300,44,1458
1116093,2,1,300,32,1458
1116095,2,0,300,162,1458
1116096,2,2,300,63,1458
1116097,2,1,300,81,1458
1116099,2,0,300,148,1458
1116101,2,2,300,24,1458
1116102,2,2,300,25,1458
1116105,2,1,300,239,1458
1116106,2,2,300,66,1458
1116107,2,1,300,66,1458
1116108,2,2,300,24,1458
1116109,2,1,300,60,1458
1116110,2,2,300,40,1458
1116111,2,2,300,43,1458
1116112,2,0,300,118,1458
1116113,2,0,300,38,1458
1116115,2,2,300,68,1458
1116116,2,2,300,35,1458
1116117,2,0,300,111,1458
1116119,2,2,300,44,1458
1116120,2,0,300,75,1458
1116122,2,2,300,17,1458
1116123,2,0,300,148,1458
1116124,2,2,300,121,1458
1116126,2,2,300,20,1458
1116127,2,2,300,30,1458
1116128,2,1,300,6,1458
1116130,2,2,300,168,1458
1116131,2,0,300,140,1458
1116135,2,2,300,143,1458
1116137,2,2,300,41,1458
1116138,2,2,300,44,1458
1116141,2,2,300,72,1458
1116146,2,2,300,79,1458
1116147,2,0,300,148,1458
1116148,2,2,300,55,1458
1116149,2,2,300,7,1458
1116150,2,0,300,162,1458
1116152,2,2,300,200,1458
1116153,2,2,300,222,1458
1116154,2,2,300,90,1458
1116158,2,2,300,47,1458
1116159,2,2,300,19,1458
1116160,2,2,300,38,1458
1116161,2,0,300,59,1458
1116162,2,2,300,95,1458
1116163,2,2,300,12,1458
1116165,2,2,300,47,1458
1116166,2,2,300,50,1458
1116168,2,0,300,75,1458
1116169,2,2,300,53,1458
1116170,2,1,300,216,1458
1116171,2,2,300,42,1458
1116172,2,2,300,56,1458
1116174,2,2,300,40,1458
1116177,2,2,300,10,1458
1116179,2,1,300,18,1458
1116180,2,2,300,62,1458
1116181,2,1,300,45,1458
1116183,2,0,300,140,1458
1116184,2,2,300,44,1458
1116185,2,2,300,5,1458
1116187,2,2,300,200,1458
1116188,2,0,300,235,1458
1116189,2,0,300,64,1458
1116190,2,2,300,30,1458
1116191,2,2,300,48,1458
1116193,2,2,300,40,1458
1116194,2,1,300,5,1458
1116195,2,0,300,148,1458
1116197,2,1,300,68,1458
1116198,2,2,300,101,1458
1116199,2,0,300,140,1458
1116200,2,2,300,8,1458
1116204,2,2,300,44,1458
1116205,2,1,300,76,1458
1116207,2,0,300,59,1458
1116208,2,0,300,13,1458
1116210,2,0,300,59,1458
1116211,2,2,300,111,1458
1116212,2,0,300,59,1458
1116213,2,1,300,6,1458
1116215,2,2,300,16,1458
1116216,2,2,300,18,1458
1116217,2,2,300,100,1458
1116218,2,2,300,35,1458
1116219,2,0,300,20,1458
1116220,2,2,300,5,1458
1116221,2,2,300,50,1458
1116222,2,0,300,162,1458
1116224,2,2,300,186,1458
1116225,2,2,300,48,1458
1116226,2,2,300,13,1458
1116227,2,2,300,30,1458
1116228,2,2,300,38,1458
1116230,2,0,300,75,1458
1116232,2,2,300,78,1458
1116235,2,2,300,19,1458
1116236,2,1,300,266,1458
1116238,2,2,300,41,1458
1116240,2,2,300,217,1458
1116241,2,1,300,68,1458
1116242,2,2,300,38,1458
1116244,2,2,300,74,1458
1116245,2,2,300,71,1458
1116247,2,2,300,206,1458
1116248,2,2,300,45,1458
1116249,2,2,300,18,1458
1116251,2,0,300,39,1458
1116252,2,2,300,109,1458
1116253,2,2,300,188,1458
1116254,2,2,300,56,1458
1116255,2,1,300,106,1458
1116256,2,2,300,258,1458
1116257,2,1,300,8,1458
1116258,2,2,300,187,1458
1116259,2,0,300,13,1458
1116262,2,2,300,27,1458
1116263,2,2,300,45,1458
1116264,2,2,300,86,1458
1116265,2,2,300,111,1458
1116266,2,1,300,101,1458
1116267,2,0,300,59,1458
1116268,2,1,300,275,1458
1116269,2,0,300,59,1458
1116270,2,0,300,148,1458
1116271,2,1,300,5,1458
1116273,2,2,300,270,1458
1116274,2,2,300,169,1458
1116275,2,2,300,13,1458
1116276,2,0,300,194,1458
1116277,2,1,300,44,1458
1116279,2,2,300,19,1458
1116281,2,1,300,5,1458
1116282,2,2,300,57,1458
1116283,2,1,300,35,1458
1116284,2,2,300,51,1458
1116286,2,2,300,22,1458
1116287,2,1,300,85,1458
1116288,2,2,300,24,1458
1116289,2,2,300,5,1458
1116290,2,2,300,58,1458
1116291,2,2,300,27,1458
1116292,2,1,300,165,1458
1116294,2,2,300,80,1458
1116295,2,2,300,11,1458
1116296,2,2,300,82,1458
1116298,2,2,300,13,1458
1116299,2,2,300,30,1458
1116300,2,1,300,136,1458
1116302,2,0,300,162,1458
1116303,2,2,300,69,1458
1116304,2,2,300,174,1458
1116305,2,0,300,140,1458
1116306,2,2,300,90,1458
1116308,2,0,300,140,1458
1116309,2,2,300,5,1458
1116314,2,2,300,86,1458
1116315,2,2,300,140,1458
1116317,2,2,300,12,1458
1116318,2,1,300,9,1458
1116319,2,2,300,38,1458
1116320,2,1,300,5,1458
1116321,2,2,300,11,1458
1116322,2,2,300,50,1458
1116323,2,2,300,276,1458
1116326,2,2,300,125,1458
1116327,2,0,300,177,1458
1116328,2,0,300,162,1458
1116329,2,1,300,63,1458
1116330,2,2,300,70,1458
1116331,2,1,300,236,1458
1116332,2,2,300,5,1458
1116334,2,0,300,177,1458
1116335,2,2,300,50,1458
1116337,2,2,300,71,1458
1116338,2,2,300,32,1458
1116339,2,2,300,243,1458
1116340,2,0,300,4,1458
1116341,2,0,300,140,1458
1116346,2,2,300,44,1458
1116347,2,2,300,40,1458
1116348,2,1,300,11,1458
1116350,2,2,300,93,1458
1116352,2,2,300,220,1458
1116356,2,1,300,30,1458
1116357,2,1,300,160,1458
1116358,2,2,300,64,1458
1116359,2,2,300,61,1458
1116360,2,2,300,66,1458
1116361,2,0,300,40,1458
1116362,2,2,300,8,1458
1116364,2,1,300,67,1458
1116365,2,2,300,4,1458
1116366,2,1,300,103,1458
1116367,2,0,300,133,1458
1116368,2,2,300,217,1458
1116369,2,1,300,5,1458
1116370,2,1,300,182,1458
1116372,2,2,300,56,1458
1116373,2,2,300,177,1458
1116374,2,2,300,30,1458
1116375,2,2,300,50,1458
1116376,2,1,300,193,1458
1116377,2,0,300,25,1458
1116378,2,2,300,8,1458
1116381,2,1,300,13,1458
1116383,2,2,300,185,1458
1116385,2,1,300,260,1458
1116386,2,1,300,246,1458
1116387,2,2,300,14,1458
1116388,2,1,300,5,1458
1116389,2,2,300,48,1458
1116390,2,0,300,52,1458
1116391,2,2,300,33,1458
1116392,2,1,300,10,1458
1116393,2,1,300,210,1458
1116394,2,2,300,68,1458
1116396,2,0,300,59,1458
1116397,2,0,300,59,1458
1116398,2,1,300,295,1458
1116399,2,2,300,40,1458
1116400,2,1,300,286,1458
1116401,2,2,300,15,1458
1116402,2,0,300,140,1458
1116403,2,2,300,44,1458
1116406,2,0,300,64,1458
1116409,2,0,300,59,1458
1116411,2,1,300,168,1458
1116412,2,1,300,201,1458
1116413,2,1,300,196,1458
1116414,2,1,300,38,1458
1116415,2,2,300,44,1458
1116416,2,1,300,108,1458
1116417,2,0,300,59,1458
1116419,2,0,300,59,1458
1116420,2,2,300,28,1458
1116421,2,0,300,67,1458
1116423,2,0,300,5,1458
1116425,2,2,300,31,1458
1116426,2,2,300,161,1458
1116427,2,2,300,44,1458
1116428,2,0,300,148,1458
1116434,2,2,300,26,1458
1116435,2,2,300,5,1458
1116436,2,2,300,33,1458
1116439,2,0,300,133,1458
1116441,2,2,300,138,1458
1116442,2,1,300,246,1458
1116446,2,0,300,59,1458
1116447,2,2,300,44,1458
1116449,2,2,300,68,1458
1116451,2,0,300,8,1458
1116452,2,2,300,300,1458
1116453,2,1,300,65,1458
1116455,2,0,300,140,1458
1116457,2,2,300,200,1458
1116458,2,1,300,244,1458
1116459,2,2,300,125,1458
1116460,2,2,300,19,1458
1116462,2,2,300,168,1458
1116464,2,2,300,12,1458
1116465,2,0,300,13,1458
1116466,2,2,300,233,1458
1116467,2,1,300,120,1458
1116468,2,1,300,71,1458
1116469,2,2,300,5,1458
1116471,2,2,300,11,1458
1116472,2,0,300,192,1458
1116473,2,2,300,60,1458
1116475,2,2,300,170,1458
1116476,2,0,300,33,1458
1116479,2,1,300,44,1458
1116480,2,2,300,144,1458
1116481,2,2,300,87,1458
1116482,2,2,300,31,1458
1116484,2,2,300,85,1458
1116485,2,0,300,162,1458
1116487,2,2,300,40,1458
1116488,2,1,300,136,1458
1116489,2,2,300,19,1458
1116490,2,2,300,100,1458
1116491,2,0,300,162,1458
1116494,2,0,300,59,1458
1116496,2,2,300,19,1458
1116497,2,2,300,18,1458
1116499,2,2,300,29,1458
1116500,2,1,300,44,1458
1116501,2,2,300,10,1458
1116503,2,2,300,11,1458
1116504,2,1,300,82,1458
1116508,2,0,300,52,1458
1116509,2,2,300,38,1458
1116510,2,2,300,70,1458
1116512,2,1,300,120,1458
1116515,2,2,300,68,1458
1116517,2,2,300,282,1458
1116518,2,0,300,103,1458
1116519,2,1,300,40,1458
1116520,2,2,300,5,1458
1116521,2,2,300,100,1458
1116522,2,2,300,44,1458
1116523,2,2,300,50,1458
1116524,2,0,300,26,1458
1116527,2,2,300,60,1458
1116530,2,2,300,15,1458
1116534,2,2,300,137,1458
1116536,2,0,300,18,1458
1116537,2,0,300,88,1458
1116542,2,2,300,260,1458
1116543,2,1,300,14,1458
1116546,2,1,300,80,1458
1116547,2,1,300,124,1458
1116548,2,2,300,117,1458
1116550,2,2,300,192,1458
1116551,2,2,300,98,1458
1116552,2,1,300,58,1458
1116553,2,2,300,11,1458
1116554,2,0,300,4,1458
1116555,2,0,300,59,1458
1116556,2,0,300,16,1458
1116557,2,1,300,44,1458
1116559,2,2,300,95,1458
1116560,2,0,300,177,1458
1116561,2,2,300,32,1458
1116563,2,1,300,50,1458
1116564,2,2,300,71,1458
1116565,2,2,300,6,1458
1116567,2,1,300,89,1458
1116568,2,0,300,194,1458
1116571,2,0,300,13,1458
1116572,2,2,300,12,1458
1116573,2,2,300,37,1458
1116574,2,0,300,148,1458
1116575,2,0,300,59,1458
1116576,2,2,300,52,1458
1116577,2,2,300,31,1458
1116581,2,2,300,5,1458
1116582,2,0,300,148,1458
1116583,2,0,300,13,1458
1116584,2,2,300,44,1458
1116585,2,1,300,206,1458
1116586,2,2,300,38,1458
1116589,2,2,300,5,1458
1116593,2,0,300,148,1458
1116595,2,2,300,55,1458
1116596,2,1,300,83,1458
1116597,2,2,300,6,1458
1116599,2,2,300,6,1458
1116600,2,1,300,5,1458
1116601,2,2,300,12,1458
1116602,2,2,300,100,1458
1116605,2,1,300,271,1458
1116606,2,2,300,39,1458
1116607,2,1,300,30,1458
1116609,2,2,300,6,1458
1116611,2,2,300,32,1458
1116614,2,2,300,23,1458
1116618,2,0,300,140,1458
1116620,2,2,300,88,1458
1116621,2,0,300,148,1458
1116624,2,1,300,50,1458
1116625,2,2,300,60,1458
1116626,2,2,300,83,1458
1116627,2,2,300,56,1458
1116630,2,0,300,162,1458
1116632,2,1,300,5,1458
1116633,2,2,300,51,1458
1116634,2,2,300,20,1458
1116635,2,2,300,119,1458
1116636,2,2,300,125,1458
1116637,2,1,300,150,1458
1116638,2,2,300,65,1458
1116639,2,1,300,37,1458
1116640,2,2,300,44,1458
1116641,2,2,300,111,1458
1116642,2,0,300,78,1458
1116645,2,2,300,12,1458
1116646,2,1,300,11,1458
1116647,2,2,300,240,1458
1116649,2,1,300,16,1458
1116650,2,2,300,11,1458
1116652,2,1,300,172,1458
1116655,2,1,300,111,1458
1116659,2,0,300,178,1458
1116661,2,1,300,79,1458
1116662,2,2,300,40,1458
1116664,2,0,300,13,1458
1116665,2,2,300,98,1458
1116668,2,0,300,59,1458
1116669,2,0,300,148,1458
1116670,2,2,300,58,1458
1116672,2,0,300,59,1458
1116675,2,2,300,4,1458
1116676,2,2,300,44,1458
1116677,2,2,300,120,1458
1116678,2,1,300,26,1458
1116679,2,0,300,181,1458
1116681,2,2,300,42,1458
1116682,2,0,300,133,1458
1116683,2,2,300,98,1458
1116685,2,1,300,37,1458
1116686,2,2,300,202,1458
1116687,2,1,300,296,1458
1116688,2,2,300,94,1458
1116689,2,0,300,148,1458
1116690,2,2,300,117,1458
1116692,2,2,300,13,1458
1116693,2,2,300,130,1458
1116694,2,2,300,65,1458
1116696,2,0,300,4,1458
1116697,2,2,300,18,1458
1116698,2,2,300,20,1458
1116699,2,0,300,274,1458
1116701,2,2,300,18,1458
1116702,2,2,300,87,1458
1116704,2,0,300,50,1458
1116705,2,1,300,5,1458
1116706,2,1,300,106,1458
1116707,2,2,300,107,1458
1116709,2,1,300,14,1458
1116710,2,2,300,70,1458
1116712,2,2,300,39,1458
1116713,2,1,300,84,1458
1116714,2,2,300,30,1458
1116717,2,2,300,73,1458
1116720,2,1,300,100,1458
1116721,2,2,300,152,1458
1116722,2,1,300,50,1458
1116723,2,2,300,5,1458
1116724,2,0,300,5,1458
1116725,2,2,300,26,1458
1116726,2,2,300,156,1458
1116727,2,0,300,59,1458
1116729,2,0,300,16,1458
1116730,2,2,300,91,1458
1116731,2,2,300,32,1458
1116732,2,2,300,214,1458
1116733,2,2,300,9,1458
1116735,2,1,300,30,1458
1116736,2,2,300,40,1458
1116737,2,0,300,148,1458
1116738,2,0,300,59,1458
1116740,2,2,300,50,1458
1116741,2,1,300,148,1458
1116742,2,2,300,125,1458
1116744,2,0,300,28,1458
1116745,2,0,300,177,1458
1116746,2,2,300,148,1458
1116748,2,2,300,44,1458
1116749,2,0,300,5,1458
1116751,2,2,300,57,1458
1116753,2,2,300,13,1458
1116754,2,2,300,44,1458
1116757,2,1,300,50,1458
1116758,2,2,300,17,1458
1116759,2,1,300,10,1458
1116761,2,2,300,50,1458
1116763,2,2,300,228,1458
1116766,2,2,300,38,1458
1116767,2,1,300,14,1458
1116768,2,2,300,40,1458
1116769,2,0,300,104,1458
1116770,2,1,300,24,1458
1116772,2,2,300,154,1458
1116773,2,1,300,97,1458
1116776,2,0,300,148,1458
1116779,2,0,300,140,1458
1116780,2,0,300,59,1458
1116782,2,1,300,28,1458
1116783,2,1,300,58,1458
1116784,2,0,300,13,1458
1116785,2,2,300,50,1458
1116788,2,2,300,77,1458
1116792,2,2,300,10,1458
1116793,2,2,300,66,1458
1116794,2,2,300,125,1458
1116795,2,2,300,99,1458
1116799,2,2,300,36,1458
1116800,2,1,300,89,1458
1116801,2,2,300,59,1458
1116803,2,0,300,162,1458
1116804,2,2,300,40,1458
1116806,2,1,300,5,1458
1116808,2,2,300,15,1458
1116809,2,2,300,98,1458
1116812,2,2,300,5,1458
1116813,2,2,300,126,1458
1116814,2,0,300,5,1458
1116815,2,0,300,59,1458
1116817,2,2,300,116,1458
1116820,2,2,300,70,1458
1116821,2,1,300,13,1458
1116822,2,1,300,11,1458
1116823,2,2,300,13,1458
1116824,2,0,300,148,1458
1116825,2,1,300,120,1458
1116826,2,2,300,10,1458
1116828,2,0,300,81,1458
1116829,2,2,300,94,1458
1116830,2,2,300,70,1458
1116831,2,1,300,159,1458
1116832,2,2,300,20,1458
1116835,2,0,300,140,1458
1116836,2,2,300,63,1458
1116838,2,1,300,39,1458
1116839,2,1,300,72,1458
1116840,2,2,300,96,1458
1116842,2,2,300,6,1458
1116844,2,2,300,11,1458
1116845,2,2,300,44,1458
1116849,2,2,300,65,1458
1116851,2,2,300,56,1458
1116852,2,2,300,182,1458
1116853,2,2,300,5,1458
1116855,2,0,300,148,1458
1116856,2,2,300,41,1458
1116858,2,2,300,234,1458
1116859,2,1,300,20,1458
1116860,2,1,300,21,1458
1116861,2,2,300,39,1458
1116864,2,2,300,34,1458
1116865,2,2,300,40,1458
1116867,2,2,300,139,1458
1116868,2,1,300,25,1458
1116870,2,2,300,90,1458
1116873,2,2,300,5,1458
1116874,2,0,300,60,1458
1116876,2,1,300,213,1458
1116877,2,2,300,51,1458
1116879,2,2,300,6,1458
1116880,2,0,300,133,1458
1116882,2,0,300,5,1458
1116883,2,0,300,18,1458
1116884,2,1,300,5,1458
1116885,2,0,300,10,1458
1116886,2,2,300,23,1458
1116888,2,2,300,9,1458
1116889,2,2,300,5,1458
1116891,2,2,300,127,1458
1116894,2,2,300,146,1458
1116895,2,2,300,44,1458
1116897,2,2,300,13,1458
1116898,2,2,300,17,1458
1116899,2,2,300,200,1458
1116900,2,0,300,5,1458
1116901,2,1,300,146,1458
1116903,2,2,300,226,1458
1116905,2,2,300,19,1458
1116907,2,1,300,111,1458
1116909,2,2,300,26,1458
1116910,2,1,300,181,1458
1116911,2,2,300,200,1458
1116912,2,2,300,44,1458
1116913,2,1,300,18,1458
1116914,2,2,300,148,1458
1116916,2,1,300,203,1458
1116917,2,1,300,40,1458
1116920,2,0,300,59,1458
1116921,2,1,300,86,1458
1116923,2,0,300,75,1458
1116924,2,0,300,65,1458
1116930,2,2,300,32,1458
1116931,2,0,300,148,1458
1116933,2,2,300,65,1458
1116936,2,0,300,198,1458
1116937,2,2,300,40,1458
1116939,2,0,300,140,1458
1116940,2,1,300,91,1458
1116941,2,2,300,42,1458
1116942,2,1,300,40,1458
1116944,2,2,300,126,1458
1116947,2,2,300,118,1458
1116950,2,2,300,17,1458
1116955,2,2,300,34,1458
1116956,2,2,300,8,1458
1116957,2,1,300,136,1458
1116958,2,1,300,94,1458
1116959,2,2,300,91,1458
1116960,2,1,300,46,1458
1116963,2,0,300,162,1458
1116964,2,2,300,140,1458
1116967,2,2,300,50,1458
1116971,2,0,300,59,1458
1116973,2,1,300,298,1458
1116974,2,1,300,66,1458
1116977,2,2,300,72,1458
1116979,2,2,300,44,1458
1116981,2,2,300,42,1458
1116983,2,1,300,34,1458
1116987,2,1,300,33,1458
1116988,2,2,300,14,1458
1116989,2,2,300,112,1458
1116990,2,2,300,5,1458
1116993,2,2,300,66,1458
1116994,2,1,300,164,1458
1116995,2,2,300,46,1458
1116996,2,2,300,50,1458
1116998,2,1,300,18,1458
1117004,2,2,300,40,1458
1117006,2,0,300,148,1458
1117007,2,2,300,30,1458
1117008,2,1,300,58,1458
1117012,2,1,300,12,1458
1117014,2,2,300,126,1458
1117015,2,0,300,59,1458
1117016,2,2,300,22,1458
1117017,2,0,300,59,1458
1117019,2,2,300,50,1458
1117021,2,2,300,60,1458
1117022,2,1,300,300,1458
1117024,2,1,300,71,1458
1117027,2,1,300,140,1458
1117028,2,2,300,44,1458
1117030,2,1,300,56,1458
1117032,2,0,300,148,1458
1117033,2,1,300,13,1458
1117034,2,0,300,148,1458
1117035,2,2,300,264,1458
1117036,2,0,300,42,1458
1117038,2,1,300,47,1458
1117039,2,2,300,219,1458
1117041,2,2,300,193,1458
1117042,2,2,300,100,1458
1117043,2,2,300,9,1458
1117044,2,2,300,5,1458
1117045,2,1,300,226,1458
1117046,2,1,300,78,1458
1117047,2,1,300,103,1458
1117049,2,0,300,148,1458
1117050,2,0,300,162,1458
1117053,2,2,300,44,1458
1117054,2,0,300,194,1458
1117055,2,2,300,23,1458
1117056,2,2,300,54,1458
1117057,2,1,300,50,1458
1117058,2,1,300,260,1458
1117059,2,2,300,51,1458
1117060,2,0,300,148,1458
1117061,2,2,300,50,1458
1117064,2,2,300,77,1458
1117066,2,2,300,6,1458
1117067,2,2,300,107,1458
1117068,2,2,300,37,1458
1117069,2,2,300,8,1458
1117072,2,1,300,122,1458
1117074,2,2,300,30,1458
1117076,2,1,300,50,1458
1117078,2,2,300,52,1458
1117079,2,2,300,99,1458
1117080,2,2,300,19,1458
1117082,2,2,300,50,1458
1117085,2,0,300,140,1458
1117087,2,0,300,54,1458
1117088,2,2,300,17,1458
1117090,2,1,300,50,1458
1117091,2,2,300,100,1458
1117093,2,2,300,23,1458
1117095,2,0,300,34,1458
1117097,2,2,300,52,1458
1117098,2,0,300,59,1458
1117099,2,2,300,80,1458
1117100,2,2,300,40,1458
1117103,2,1,300,8,1458
1117105,2,2,300,38,1458
1117106,2,2,300,80,1458
1117107,2,1,300,214,1458
1117108,2,2,300,44,1458
1117110,2,0,300,148,1458
1117112,2,2,300,77,1458
1117113,2,2,300,16,1458
1117114,2,1,300,296,1458
1117115,2,2,300,49,1458
1117116,2,0,300,140,1458
1117117,2,1,300,86,1458
1117118,2,2,300,7,1458
1117119,2,1,300,22,1458
1117123,2,2,300,5,1458
1117124,2,2,300,15,1458
1117125,2,2,300,174,1458
1117128,2,0,300,140,1458
1117130,2,2,300,171,1458
1117131,2,2,300,42,1458
1117132,2,0,300,260,1458
1117135,2,2,300,11,1458
1117136,2,2,300,44,1458
1117139,2,2,300,64,1458
1117143,2,0,300,13,1458
1117145,2,2,300,16,1458
1117146,2,2,300,5,1458
1117149,2,1,300,86,1458
1117150,2,0,300,148,1458
1117151,2,1,300,18,1458
1117152,2,2,300,100,1458
1117153,2,2,300,26,1458
1117156,2,1,300,78,1458
1117158,2,0,300,59,1458
1117160,2,0,300,59,1458
1117162,2,0,300,148,1458
1117164,2,1,300,57,1458
1117165,2,1,300,40,1458
1117166,2,2,300,68,1458
1117167,2,2,300,32,1458
1117168,2,2,300,135,1458
1117169,2,1,300,103,1458
1117170,2,1,300,22,1458
1117172,2,2,300,56,1458
1117173,2,2,300,78,1458
1117174,2,2,300,300,1458
1117175,2,0,300,140,1458
1117176,2,1,300,5,1458
1117179,2,2,300,30,1458
1117180,2,0,300,133,1458
1117182,2,1,300,35,1458
1117184,2,2,300,198,1458
1117185,2,0,300,59,1458
1117186,2,2,300,38,1458
1117188,2,2,300,50,1458
1117190,2,1,300,5,1458
1117191,2,2,300,58,1458
1117192,2,2,300,56,1458
1117193,2,2,300,228,1458
1117197,2,0,300,162,1458
1117199,2,0,300,162,1458
1117200,2,1,300,36,1458
1117203,2,2,300,8,1458
1117206,2,0,300,44,1458
1117208,2,2,300,23,1458
1117209,2,2,300,14,1458
1117210,2,2,300,73,1458
1117211,2,1,300,24,1458
1117213,2,2,300,200,1458
1117214,2,2,300,40,1458
1117215,2,0,300,67,1458
1117216,2,2,300,40,1458
1117218,2,2,300,149,1458
1117219,2,2,300,44,1458
1117220,2,2,300,88,1458
1117223,2,1,300,127,1458
1117226,2,2,300,5,1458
1117227,2,2,300,35,1458
1117229,2,2,300,40,1458
1117231,2,2,300,5,1458
1117232,2,1,300,192,1458
1117233,2,0,300,140,1458
1117235,2,2,300,107,1458
1117237,2,1,300,24,1458
1117239,2,0,300,59,1458
1117240,2,2,300,18,1458
1117241,2,2,300,146,1458
1117242,2,0,300,133,1458
1117243,2,0,300,140,1458
1117244,2,1,300,5,1458
1117248,2,1,300,100,1458
1117250,2,2,300,55,1458
1117253,2,0,300,5,1458
1117254,2,2,300,56,1458
1117259,2,2,300,5,1458
1117260,2,2,300,41,1458
1117265,2,2,300,177,1458
1117268,2,2,300,150,1458
1117273,2,2,300,76,1458
1117275,2,2,300,43,1458
1117276,2,2,300,8,1458
1117280,2,0,300,5,1458
1117285,2,2,300,5,1458
1117286,2,1,300,75,1458
1117287,2,1,300,20,1458
1117288,2,0,300,140,1458
1117289,2,2,300,36,1458
1117291,2,2,300,5,1458
1117294,2,0,300,162,1458
1117297,2,2,300,16,1458
1117298,2,1,300,126,1458
1117299,2,2,300,40,1458
1117302,2,0,300,48,1458
1117303,2,2,300,255,1458
1117305,2,1,300,8,1458
1117306,2,1,300,32,1458
1117307,2,2,300,44,1458
1117308,2,2,300,29,1458
1117312,2,0,300,148,1458
1117313,2,2,300,9,1458
1117314,2,2,300,23,1458
1117319,2,2,300,44,1458
1117320,2,1,300,92,1458
1117324,2,2,300,200,1458
1117325,2,0,300,59,1458
1117333,2,2,300,32,1458
1117334,2,2,300,20,1458
1117335,2,2,300,10,1458
1117336,2,2,300,31,1458
1117337,2,2,300,142,1458
1117339,2,0,300,133,1458
1117341,2,2,300,5,1458
1117342,2,1,300,111,1458
1117344,2,0,300,128,1458
1117345,2,2,300,66,1458
1117346,2,2,300,15,1458
1117353,2,1,300,40,1458
1117354,2,1,300,17,1458
1117356,2,1,300,5,1458
1117361,2,2,300,4,1458
1117363,2,1,300,130,1458
1117365,2,2,300,38,1458
1117366,2,1,300,13,1458
1117367,2,2,300,172,1458
1117370,2,2,300,43,1458
1117371,2,1,300,5,1458
1117377,2,2,300,70,1458
1117379,2,2,300,100,1458
1117380,2,2,300,192,1458
1117381,2,2,300,64,1458
1117383,2,2,300,66,1458
1117386,2,0,300,148,1458
1117387,2,0,300,148,1458
1117394,2,1,300,35,1458
1117395,2,1,300,65,1458
1117396,2,1,300,113,1458
1117397,2,2,300,44,1458
1117401,2,2,300,20,1458
1117403,2,1,300,134,1458
1117406,2,2,300,48,1458
1117408,2,1,300,51,1458
1117409,2,0,300,6,1458
1117411,2,2,300,188,1458
1117413,2,2,300,50,1458
1117415,2,0,300,5,1458
1117417,2,0,300,177,1458
1117418,2,2,300,51,1458
1117420,2,2,300,123,1458
1117423,2,2,300,48,1458
1117425,2,0,300,166,1458
1117427,2,0,300,139,1458
1117428,2,2,300,188,1458
1117438,2,2,300,50,1458
1117441,2,2,300,110,1458
1117442,2,1,300,13,1458
1117443,2,2,300,294,1458
1117445,2,2,300,60,1458
1117446,2,2,300,100,1458
1117447,2,2,300,39,1458
1117448,2,1,300,5,1458
1117449,2,2,300,165,1458
1117452,2,2,300,6,1458
1117454,2,2,300,5,1458
1117459,2,2,300,11,1458
1117460,2,2,300,44,1458
1117462,2,2,300,38,1458
1117464,2,0,300,162,1458
1117465,2,2,300,50,1458
1117466,2,2,300,104,1458
1117468,2,2,300,6,1458
1117471,2,2,300,91,1458
1117472,2,0,300,80,1458
1117474,2,2,300,40,1458
1117475,2,0,300,162,1458
1117476,2,0,300,148,1458
1117477,2,2,300,245,1458
1117479,2,2,300,51,1458
1117480,2,0,300,177,1458
1117481,2,2,300,13,1458
1117484,2,2,300,184,1458
1117486,2,2,300,17,1458
1117487,2,0,300,164,1458
1117488,2,2,300,100,1458
1117491,2,0,300,148,1458
1117496,2,2,300,194,1458
1117497,2,2,300,134,1458
1117501,2,2,300,108,1458
1117502,2,1,300,40,1458
1117506,2,2,300,105,1458
1117512,2,2,300,11,1458
1117513,2,2,300,31,1458
1117514,2,2,300,5,1458
1117515,2,2,300,28,1458
1117516,2,2,300,18,1458
1117517,2,0,300,59,1458
1117518,2,2,300,50,1458
1117520,2,2,300,152,1458
1117521,2,2,300,44,1458
1117524,2,2,300,52,1458
1117525,2,2,300,42,1458
1117529,2,2,300,8,1458
1117534,2,1,300,12,1458
1117535,2,2,300,264,1458
1117536,2,2,300,6,1458
1117538,2,2,300,22,1458
1117540,2,1,300,50,1458
1117541,2,0,300,136,1458
1117542,2,2,300,46,1458
1117544,2,2,300,30,1458
1117546,2,2,300,40,1458
1117547,2,2,300,22,1458
1117548,2,2,300,113,1458
1117550,2,1,300,40,1458
1117551,2,2,300,32,1458
1117553,2,2,300,15,1458
1117555,2,1,300,227,1458
1117559,2,2,300,54,1458
1117565,2,2,300,100,1458
1117571,2,0,300,162,1458
1117573,2,2,300,40,1458
1117574,2,2,300,40,1458
1117575,2,0,300,36,1458
1117576,2,2,300,7,1458
1117583,2,0,300,13,1458
1117584,2,1,300,52,1458
1117589,2,2,300,202,1458
1117592,2,2,300,62,1458
1117593,2,1,300,35,1458
1117595,2,2,300,71,1458
1117597,2,1,300,39,1458
1117598,2,0,300,177,1458
1117600,2,0,300,59,1458
1117603,2,2,300,78,1458
1117604,2,2,300,44,1458
1117605,2,2,300,50,1458
1117608,2,2,300,181,1458
1117610,2,2,300,19,1458
1117617,2,2,300,76,1458
